,Name,Apps,Mins,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Gls/90,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,Con/90,xSv %,Sv %,Svh,Svt,Svp,Pens Saved Ratio,PoM,Aer A/90,Off,Based,Tck R,CA,Saves,Saves/xSv%,Gls/xG,Dist/Mins,Transfer Value,Value
921,Patrick de Paula,50.0,4164.0,83.28,178.0,78.0,23,7.18,5.0,0.11,0.33,1.0,6.35,0.49,0.24,0.89,0.87,0.34,0.26,481.6,0.78,4.0,79.0,0.8,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.0,3.35,2.0,Brazil (Brasileiro Série A),0.69,141,0.0,0.0,0.7874015748031497,0.11565802113352547,€8M - €13.5M,10750000.0
922,Matteo Gabbia,13.0,1121.0,86.23076923076923,185.0,78.0,23,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,126.9,0.81,3.0,10.0,2.25,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.16,0.0,Italy (Serie A),0.67,142,0.0,0.0,0.0,0.11320249776984835,€22M - €37M,29500000.0
923,Marvin Friedrich,16.0,1440.0,90.0,194.0,80.0,26,7.46,1.0,0.06,0.13,0.0,0.6,0.2,0.06,0.25,0.94,0.0,0.0,167.2,0.85,4.0,10.0,3.31,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.62,0.0,Holland (Eredivisie),0.79,136,0.0,0.0,1.6666666666666667,0.11611111111111111,€19.5M - €33M,26250000.0
924,Renato Tapia,12.0,997.0,83.08333333333333,185.0,80.0,27,6.93,1.0,0.09,0.22,0.0,0.62,0.09,0.0,0.09,0.94,0.0,0.18,123.2,0.65,0.0,16.0,2.8,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.91,0.0,Spain (LaLiga),0.33,143,0.0,0.0,1.6129032258064517,0.12357071213640923,€12.5M - €21M,16750000.0
925,Maxime Lopez,13.0,1115.0,85.76923076923077,167.0,58.0,24,7.05,0.0,0.0,0.5,0.0,1.52,0.52,0.24,1.13,0.89,0.11,0.4,147.0,0.83,0.0,16.0,1.86,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.91,1.0,Italy (Serie A),0.69,142,0.0,0.0,0.0,0.13183856502242153,€13.5M - €23M,18250000.0
926,Morten Thorsby,13.0,1170.0,90.0,189.0,79.0,26,7.25,1.0,0.08,0.3,0.0,0.88,0.31,0.15,1.15,0.89,0.45,0.15,157.0,0.8,0.0,12.0,1.15,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.38,0.0,Italy (Serie A),0.77,134,0.0,0.0,1.1363636363636365,0.13418803418803418,€6.2M - €10M,8100000.0
927,Becir Omeragic,13.0,1139.0,87.61538461538461,187.0,76.0,20,7.06,0.0,0.0,0.25,0.0,0.34,0.0,0.0,0.24,0.93,1.0,0.16,132.2,0.83,3.0,10.0,2.05,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.56,0.0,Italy (Serie A),0.81,134,0.0,0.0,0.0,0.11606672519754169,€9M - €12M,10500000.0
928,Mamadou Coulibaly,11.0,1004.0,91.27272727272727,183.0,75.0,23,6.98,1.0,0.09,0.29,0.0,0.4,0.1,0.09,0.27,0.93,0.2,0.54,139.4,0.75,0.0,15.0,0.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,Italy (Serie A),0.89,136,0.0,0.0,2.5,0.13884462151394422,€9.8M - €16M,12900000.0
929,Richard Sánchez,13.0,1153.0,88.6923076923077,176.0,74.0,26,7.05,2.0,0.16,0.44,0.0,1.49,1.42,0.0,0.47,0.86,0.0,0.23,92.5,0.5,0.0,15.0,0.86,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.94,0.0,Mexico (Liga BBVA MX),0.92,137,0.0,0.0,1.342281879194631,0.08022549869904597,€1M - €10M,5500000.0
930,Martin Erlić,13.0,1170.0,90.0,192.0,82.0,24,7.08,1.0,0.08,0.75,0.0,0.21,0.08,0.08,0.15,0.96,1.0,0.0,140.1,0.86,3.0,8.0,3.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.46,0.0,Italy (Serie A),0.65,142,0.0,0.0,4.761904761904762,0.11974358974358974,€14.5M - €18M,16250000.0
931,Emil Audero,15.0,1380.0,92.0,192.0,83.0,25,6.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,93.8,0.0,0.0,0.0,0.0,0.0,1.04,0.0,-0.04,10.0,4.0,19.0,0.0,1.0,0.0,0.0,Italy (Serie A),0.0,134,33.0,0.0,0.0,0.06797101449275363,€250K - €2.6M,1425000.0
932,Nicolas Haas,14.0,1150.0,82.14285714285714,178.0,74.0,26,7.01,1.0,0.08,0.2,0.0,0.47,0.25,0.16,1.41,0.91,0.26,0.08,159.2,0.61,0.0,19.0,0.63,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,1.0,Italy (Serie A),0.86,128,0.0,0.0,2.127659574468085,0.13843478260869566,€4.7M - €9.8M,7250000.0
933,Djibril Sidibé,14.0,1210.0,86.42857142857143,182.0,71.0,30,6.84,1.0,0.07,0.33,0.0,0.2,0.36,0.0,1.41,0.91,0.28,1.19,155.9,0.84,1.0,21.0,2.68,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,4.0,England (Premier League),0.72,131,0.0,0.0,5.0,0.1288429752066116,€550K - €5.6M,3075000.0
934,Leonardo Balerdi,12.0,1080.0,90.0,187.0,76.0,23,6.95,0.0,0.0,0.0,0.0,0.52,0.25,0.0,0.0,0.94,0.0,0.0,122.5,0.76,1.0,8.0,2.5,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.83,0.0,France (Ligue 1),0.83,139,0.0,0.0,0.0,0.11342592592592593,€12.5M - €21M,16750000.0
935,Kristoffer Ajer,19.0,1710.0,90.0,196.0,84.0,24,7.33,2.0,0.11,0.33,0.0,0.98,0.58,0.05,0.26,0.94,0.66,0.26,202.7,0.85,3.0,16.0,2.32,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.68,2.0,England (EFL Championship),0.87,143,0.0,0.0,2.0408163265306123,0.11853801169590643,€40M,20000002.0
936,Mattias Svanberg,16.0,1440.0,90.0,185.0,77.0,23,7.1,1.0,0.06,0.28,0.0,1.87,0.33,0.06,1.69,0.9,0.23,0.5,209.7,0.62,0.0,11.0,1.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.12,0.0,Italy (Serie A),0.78,137,0.0,0.0,0.53475935828877,0.145625,€13M - €17M,15000000.0
937,Jemerson,13.0,1170.0,90.0,184.0,77.0,30,6.83,0.0,0.0,0.0,0.0,0.36,0.17,0.08,0.23,0.95,0.0,0.15,135.8,0.79,3.0,9.0,3.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69,0.0,England (Premier League),1.0,133,0.0,0.0,0.0,0.11606837606837608,€5.2M - €7M,6100000.0
938,Jens Cajuste,13.0,1025.0,78.84615384615384,188.0,77.0,23,6.91,0.0,0.0,0.33,0.0,0.28,0.0,0.0,1.14,0.89,0.0,0.26,146.1,0.82,1.0,9.0,0.97,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,France (Ligue 1),0.97,128,0.0,0.0,0.0,0.14253658536585365,€9.4M - €12M,10700000.0
939,Shkodran Mustafi,12.0,984.0,82.0,184.0,82.0,30,7.0,0.0,0.0,0.5,0.0,0.11,0.0,0.09,0.09,0.95,0.5,0.09,109.6,0.92,2.0,14.0,2.93,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53,0.0,Spain (LaLiga),0.73,135,0.0,0.0,0.0,0.1113821138211382,€9.2M - €11.5M,10350000.0
940,Jordan Ferri,12.0,1069.0,89.08333333333333,173.0,73.0,30,7.04,3.0,0.25,0.67,0.0,1.46,0.59,0.08,0.93,0.9,0.16,0.25,143.6,0.53,2.0,25.0,1.09,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,France (Ligue 1),0.83,134,0.0,0.0,2.0547945205479454,0.1343311506080449,€9M - €12M,10500000.0
941,André Onana,13.0,1170.0,90.0,192.0,93.0,26,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,84.9,0.0,0.0,0.0,0.0,0.0,1.23,0.0,-0.03,7.0,6.0,26.0,0.0,1.0,0.0,0.0,Italy (Serie A),0.5,154,39.0,0.0,0.0,0.07256410256410258,€29M - €47M,38000000.0
942,Patrik Hrosovsky,13.0,987.0,75.92307692307692,172.0,67.0,30,7.07,3.0,0.27,0.5,0.67,3.0,0.12,0.09,1.19,0.89,0.26,0.18,139.2,0.7,0.0,25.0,0.73,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,3.65,1.0,Belgium (Pro League),0.67,125,0.0,0.0,1.0,0.14103343465045592,€160K - €1.6M,880000.0
943,Yeray,15.0,1337.0,89.13333333333334,182.0,79.0,27,6.89,1.0,0.07,0.29,0.0,0.54,0.18,0.0,1.14,0.96,0.12,0.2,172.3,0.71,2.0,28.0,3.57,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28,1.0,Spain (LaLiga),0.82,142,0.0,0.0,1.8518518518518516,0.12887060583395663,€53M - €70M,61500000.0
944,Paulo Bernardo,13.0,1091.0,83.92307692307692,185.0,78.0,20,6.94,0.0,0.0,0.07,0.0,2.2,1.16,0.16,1.73,0.89,0.33,0.16,158.8,0.79,0.0,8.0,0.66,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,1.0,Portugal (Primeira Liga),0.7,147,0.0,0.0,0.0,0.14555453712190652,€49M - €61M,55000000.0
945,Álvaro Fernández,17.0,1530.0,90.0,186.0,75.0,24,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.83,0.0,0.0,109.3,0.0,0.0,0.0,0.06,0.0,1.0,-221.58,-0.02,12.0,8.0,32.0,0.0,1.0,0.0,0.0,France (Ligue 1),0.0,149,52.0,-0.23467822005596173,0.0,0.07143790849673202,€8.2M - €11M,9600000.0
946,Unai Vencedor,14.0,1304.0,93.14285714285714,176.0,71.0,21,7.08,4.0,0.28,0.55,0.0,1.52,0.45,0.07,1.04,0.9,0.0,0.14,180.9,0.7,1.0,9.0,1.52,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.87,0.0,Spain (LaLiga),0.76,147,0.0,0.0,2.6315789473684212,0.13872699386503068,€78M - €104M,91000000.0
947,João Palhinha,20.0,1653.0,82.65,190.0,83.0,27,7.15,3.0,0.16,0.45,0.0,1.91,1.03,0.16,0.6,0.92,0.54,0.11,216.3,0.81,1.0,40.0,1.8,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.35,1.0,Portugal (Primeira Liga),0.79,151,0.0,0.0,1.5706806282722514,0.1308529945553539,€36M - €45M,40500000.0
948,Morteza Pouraliganji,28.0,2520.0,90.0,182.0,75.0,30,6.96,3.0,0.11,0.3,0.0,1.27,0.14,0.07,0.43,0.91,0.2,0.0,236.0,0.83,0.0,30.0,0.36,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,0.0,China (CFA Super League),0.84,108,0.0,0.0,2.3622047244094486,0.09365079365079365,€3.1M - €6.8M,4950000.0
949,Pedrinho,17.0,1257.0,73.94117647058823,172.0,65.0,24,7.08,2.0,0.14,0.38,0.0,2.39,0.9,0.14,1.29,0.82,0.24,1.15,147.6,0.54,0.0,12.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.94,0.0,Ukraine (Favbet Liha),0.57,130,0.0,0.0,0.8368200836820083,0.11742243436754177,€22M - €27M,24500000.0
950,Cristian Romero,18.0,1593.0,88.5,185.0,79.0,24,7.1,0.0,0.0,0.14,0.0,0.69,0.24,0.11,0.28,0.97,0.0,0.11,179.8,0.81,2.0,27.0,2.15,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.64,1.0,Italy (Serie A),0.75,157,0.0,0.0,0.0,0.11286880100439423,€73M - €89M,81000000.0
951,Odysseas Vlachodimos,19.0,1710.0,90.0,191.0,76.0,28,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.55,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.84,-18.31,-0.04,16.0,10.0,22.0,0.0,1.0,0.0,0.0,Portugal (Primeira Liga),1.0,146,48.0,-2.621518296013108,0.0,0.06666666666666667,€31M - €52M,41500000.0
952,Luan Peres,13.0,1024.0,78.76923076923077,190.0,74.0,28,6.87,1.0,0.09,0.4,0.0,0.25,0.12,0.0,0.0,0.95,0.0,0.18,115.0,0.79,0.0,21.0,1.85,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.92,1.0,France (Ligue 1),0.83,135,0.0,0.0,4.0,0.1123046875,€6M - €10M,8000000.0
953,Teenage Hadebe,34.0,3021.0,88.8529411764706,181.0,74.0,27,7.06,2.0,0.06,0.17,0.0,1.22,0.06,0.09,0.27,0.84,0.07,0.09,137.2,0.71,0.0,63.0,0.45,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,U.S.A. (MLS),0.92,120,0.0,0.0,1.639344262295082,0.045415425355842434,€325K - €3.3M,1812500.0
954,Maycon,14.0,1216.0,86.85714285714286,175.0,76.0,25,7.09,3.0,0.22,0.36,0.0,2.4,0.71,0.15,1.11,0.89,0.45,0.22,142.3,0.56,0.0,14.0,0.59,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.52,3.0,Ukraine (Favbet Liha),0.7,141,0.0,0.0,1.25,0.11702302631578948,€39M - €52M,45500000.0
955,Boubacar Kamara,18.0,1566.0,87.0,184.0,68.0,22,7.04,1.0,0.06,0.17,0.0,1.3,0.47,0.06,0.92,0.91,0.66,0.06,216.1,0.77,3.0,13.0,1.15,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.86,2.0,Italy (Serie A),0.74,148,0.0,0.0,0.7692307692307692,0.1379948914431673,€27M - €44M,35500000.0
956,Sebastián Vegas,14.0,1229.0,87.78571428571429,183.0,80.0,25,7.01,0.0,0.0,0.14,0.0,0.52,0.08,0.0,0.88,0.92,0.3,0.07,157.0,0.87,2.0,15.0,2.71,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23,2.0,England (Premier League),0.62,151,0.0,0.0,0.0,0.1277461350691619,€19.5M - €33M,26250000.0
957,Diego Demme,13.0,1027.0,79.0,170.0,68.0,30,6.93,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.44,0.92,0.16,0.0,140.5,0.62,0.0,30.0,1.05,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,Italy (Serie A),0.95,141,0.0,0.0,0.0,0.1368062317429406,€4.9M - €6.6M,5750000.0
958,Omar Colley,11.0,1005.0,91.36363636363636,191.0,87.0,30,6.77,0.0,0.0,0.0,0.0,0.29,0.0,0.09,0.09,0.94,0.0,0.09,119.4,0.76,2.0,13.0,2.6,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.16,2.0,Italy (Serie A),1.0,133,0.0,0.0,0.0,0.11880597014925373,€3.9M - €8.2M,6050000.0
959,Gian Marco Ferrari,15.0,1310.0,87.33333333333333,189.0,82.0,30,7.13,1.0,0.07,0.25,0.0,0.41,0.0,0.0,0.07,0.94,0.0,0.0,145.4,0.82,2.0,14.0,3.09,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.82,1.0,Italy (Serie A),0.85,142,0.0,0.0,2.4390243902439024,0.11099236641221374,€7.6M - €12.5M,10050000.0
960,Alban Lafont,14.0,1260.0,90.0,193.0,82.0,23,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,87.4,0.0,0.0,0.0,0.0,0.0,1.43,0.0,-0.01,17.0,7.0,29.0,0.0,1.0,0.0,0.0,France (Ligue 1),0.0,137,53.0,0.0,0.0,0.06936507936507937,€19.5M - €33M,26250000.0
961,Zeki Çelik,13.0,1170.0,90.0,180.0,78.0,25,7.02,1.0,0.08,0.3,0.0,0.57,0.23,0.08,1.0,0.94,0.11,1.69,175.2,0.72,2.0,10.0,3.46,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.62,4.0,France (Ligue 1),0.83,139,0.0,0.0,1.7543859649122808,0.14974358974358973,€12M - €19.5M,15750000.0
962,Christian Kabasele,13.0,1170.0,90.0,188.0,86.0,31,6.98,0.0,0.0,0.0,0.0,0.1,0.0,0.15,0.15,0.86,0.0,0.08,61.2,0.68,1.0,7.0,0.85,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23,0.0,Mexico (Liga BBVA MX),0.89,126,0.0,0.0,0.0,0.05230769230769231,€4.7M - €6.2M,5450000.0
963,Max Kilman,14.0,1222.0,87.28571428571429,194.0,89.0,25,7.05,0.0,0.0,0.33,0.0,0.57,0.0,0.15,0.52,0.93,0.0,0.22,138.2,0.78,1.0,7.0,2.5,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56,0.0,England (Premier League),0.8,140,0.0,0.0,0.0,0.11309328968903436,€35M - €59M,47000000.0
964,Gerónimo Rulli,11.0,960.0,87.27272727272727,189.0,84.0,30,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.62,0.0,0.0,66.5,0.0,0.0,0.0,0.0,0.0,0.94,0.0,-0.03,8.0,1.0,8.0,0.0,1.0,0.0,0.0,Italy (Serie A),0.0,146,17.0,0.0,0.0,0.06927083333333334,€17M - €22M,19500000.0
965,Rob Holding,19.0,1769.0,93.10526315789474,188.0,82.0,27,7.15,0.0,0.0,0.08,0.0,0.87,0.67,0.0,0.1,0.95,0.0,0.1,192.4,0.85,4.0,14.0,2.85,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.72,3.0,Portugal (Primeira Liga),0.79,140,0.0,0.0,0.0,0.10876201243640475,€20M - €24M,22000000.0
966,Ibrahim Amadou,15.0,1093.0,72.86666666666666,184.0,81.0,29,6.81,0.0,0.0,0.3,0.0,0.85,0.16,0.0,0.33,0.88,1.0,0.0,154.0,0.8,0.0,29.0,0.99,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,1.0,England (EFL Championship),0.59,127,0.0,0.0,0.0,0.14089661482159194,€9.2M - €12.5M,10850000.0
967,Patric,13.0,1170.0,90.0,184.0,72.0,29,7.25,0.0,0.0,0.0,0.0,0.2,0.08,0.15,0.23,0.95,0.0,0.08,130.2,0.78,2.0,16.0,2.46,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.08,2.0,Italy (Serie A),0.82,137,0.0,0.0,0.0,0.11128205128205128,€6.8M - €9.2M,8000000.0
968,Paulo Díaz,28.0,2520.0,90.0,180.0,70.0,28,7.19,0.0,0.0,0.13,0.0,1.08,0.0,0.0,0.11,0.92,0.0,0.07,208.4,0.76,4.0,29.0,1.79,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.11,1.0,Argentina (Liga Profesional),0.8,137,0.0,0.0,0.0,0.0826984126984127,€4.4M - €9.4M,6900000.0
969,Luciano Acosta,33.0,2970.0,90.0,161.0,59.0,28,6.88,2.0,0.06,0.34,1.0,2.88,0.06,0.06,0.36,0.78,0.25,0.45,159.7,0.56,0.0,26.0,0.45,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,2.27,0.0,U.S.A. (MLS),0.68,126,0.0,0.0,0.6944444444444444,0.05377104377104377,€1M - €9.8M,5400000.0
970,Max Aarons,16.0,1440.0,90.0,169.0,63.0,22,7.61,1.0,0.06,0.26,0.0,2.75,0.25,0.12,1.31,0.93,0.32,3.25,206.8,0.76,3.0,18.0,3.88,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.06,7.0,England (EFL Championship),0.74,149,0.0,0.0,0.36363636363636365,0.1436111111111111,€50M - €62M,56000000.0
971,Florian Grillitsch,11.0,945.0,85.9090909090909,187.0,77.0,27,7.15,3.0,0.29,0.5,0.0,1.46,1.14,0.38,1.71,0.87,0.2,0.57,133.7,0.75,0.0,14.0,0.48,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.62,4.0,Italy (Serie A),0.63,145,0.0,0.0,2.0547945205479454,0.14148148148148146,€44M - €73M,58500000.0
972,Baptiste Santamaria,13.0,1281.0,98.53846153846153,183.0,81.0,27,7.27,1.0,0.07,0.21,0.0,1.95,0.31,0.21,1.41,0.91,0.08,0.42,172.5,0.62,0.0,17.0,1.05,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.86,0.0,France (Ligue 1),0.91,138,0.0,0.0,0.5128205128205129,0.13466042154566746,€8.6M - €11.5M,10050000.0
973,Ante Majstorović,28.0,2467.0,88.10714285714286,185.0,76.0,28,6.95,0.0,0.0,0.0,0.0,0.49,0.11,0.04,1.2,0.89,0.2,1.79,323.4,0.79,2.0,72.0,2.3,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08,13.0,China (CFA Super League),0.88,119,0.0,0.0,0.0,0.13109039319010943,€1.1M - €11M,6050000.0
974,Nicolás Otamendi,19.0,1710.0,90.0,183.0,80.0,34,7.14,1.0,0.05,0.2,0.0,0.54,0.35,0.0,0.32,0.94,0.12,0.16,207.1,0.77,3.0,30.0,2.89,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21,3.0,Portugal (Primeira Liga),0.88,151,0.0,0.0,1.8518518518518516,0.12111111111111111,€2.5M,1250001.0
975,Omar Alderete,15.0,1317.0,87.8,188.0,92.0,25,7.03,1.0,0.07,0.5,0.0,0.76,0.09,0.0,0.14,0.95,0.0,0.0,148.6,0.9,2.0,14.0,3.14,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.19,0.0,Spain (LaLiga),0.77,141,0.0,0.0,1.3157894736842106,0.11283219438116932,€29M - €36M,32500000.0
976,Jean-Clair Todibo,16.0,1440.0,90.0,190.0,88.0,22,7.03,1.0,0.06,0.38,0.0,0.28,0.0,0.0,0.12,0.96,0.0,0.06,170.9,0.87,0.0,9.0,2.44,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.75,1.0,France (Ligue 1),0.62,139,0.0,0.0,3.571428571428571,0.11868055555555555,€31M - €41M,36000000.0
977,Jorman Campuzano,30.0,2557.0,85.23333333333333,177.0,73.0,26,7.21,5.0,0.18,0.31,0.0,2.12,0.68,0.21,0.84,0.87,0.15,0.14,285.2,0.74,0.0,37.0,0.84,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.6,0.0,Argentina (Liga Profesional),0.8,131,0.0,0.0,2.3584905660377355,0.11153695737192021,€850K - €8.8M,4825000.0
978,Rúben Semedo,19.0,1700.0,89.47368421052632,189.0,84.0,28,7.1,3.0,0.16,0.67,0.0,2.08,0.0,0.05,0.05,0.96,0.0,0.21,196.5,0.88,1.0,28.0,2.59,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.71,3.0,Portugal (Primeira Liga),0.44,137,0.0,0.0,1.4423076923076923,0.11558823529411764,€14.5M - €24M,19250000.0
979,Samuele Ricci,15.0,1333.0,88.86666666666666,181.0,70.0,21,6.9,1.0,0.07,0.22,0.0,0.8,0.22,0.14,1.01,0.87,0.5,0.0,186.6,0.75,0.0,8.0,0.95,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.51,1.0,Italy (Serie A),0.79,134,0.0,0.0,1.25,0.13998499624906227,€23M - €38M,30500000.0
980,Francisco Ginella,17.0,1747.0,102.76470588235294,183.0,74.0,23,6.97,3.0,0.15,0.42,0.0,1.61,0.59,0.31,0.93,0.88,0.35,0.77,228.8,0.72,0.0,29.0,1.24,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.66,2.0,U.S.A. (MLS),0.93,125,0.0,0.0,1.8633540372670807,0.1309673726388094,€6.4M - €8M,7200000.0
981,Oscar Romero,23.0,2049.0,89.08695652173913,176.0,74.0,30,6.85,1.0,0.04,0.45,0.0,1.28,0.14,0.04,1.32,0.85,0.24,1.05,201.7,0.62,2.0,35.0,2.28,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.39,3.0,Argentina (Liga Profesional),0.8,131,0.0,0.0,0.78125,0.0984382625671059,€375K - €3.7M,2037500.0
982,Davide Frattesi,15.0,1350.0,90.0,184.0,74.0,23,7.01,1.0,0.07,0.41,0.0,1.51,0.21,0.07,0.67,0.85,0.4,0.73,188.4,0.77,0.0,28.0,1.27,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,3.0,Italy (Serie A),0.63,144,0.0,0.0,0.6622516556291391,0.13955555555555557,€23M - €28M,25500000.0
983,Mohammed Salisu,16.0,1413.0,88.3125,191.0,81.0,23,7.28,1.0,0.06,0.5,0.0,0.44,0.49,0.0,0.13,0.96,0.0,0.06,167.7,0.85,3.0,9.0,2.74,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.57,0.0,England (EFL Championship),0.83,147,0.0,0.0,2.272727272727273,0.1186836518046709,€22M - €35M,28500000.0
984,Álex Remiro,18.0,1620.0,90.0,192.0,80.0,27,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,116.3,0.0,0.0,0.0,0.0,0.0,0.89,0.0,-0.03,11.0,6.0,33.0,0.0,2.0,0.0,0.0,Spain (LaLiga),1.0,151,50.0,0.0,0.0,0.07179012345679012,€37M - €62M,49500000.0
985,Aritz Elustondo,13.0,1101.0,84.6923076923077,182.0,72.0,28,7.13,0.0,0.0,0.0,0.0,0.37,0.11,0.08,0.08,0.92,0.0,0.0,135.4,0.81,1.0,13.0,3.76,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.43,1.0,Spain (LaLiga),0.7,145,0.0,0.0,0.0,0.12297910990009084,€42M - €70M,56000000.0
986,Guglielmo Vicario,15.0,1288.0,85.86666666666666,194.0,83.0,26,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.57,0.0,0.0,82.2,0.0,0.0,0.0,0.0,0.0,1.68,0.0,-0.02,14.0,9.0,31.0,0.0,1.0,0.0,0.0,Italy (Serie A),0.0,143,54.0,0.0,0.0,0.06381987577639751,€2.6M - €5.6M,4100000.0
987,Walter Benítez,18.0,1591.0,88.38888888888889,191.0,91.0,29,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.64,0.0,0.0,105.5,0.0,0.0,0.0,0.0,0.0,1.13,-24.67,-0.02,17.0,6.0,24.0,0.0,2.0,0.0,0.0,France (Ligue 1),0.0,143,47.0,-1.905147952979327,0.0,0.06631049654305468,€11.5M - €19M,15250000.0
